table_name,total_rows,sampled,analyzed_rows,column_count,issues_found,columns_with_issues,status,duration_seconds,audit_timestamp,table_type,created_time,partition_column,partition_type,clustering_columns
fct_avaibility_part,3877353,true,10000,13,3,2,WARNING,66.09765399999999,2025-10-30 18:03:31 UTC,BASE TABLE,2025-10-22 09:22:21.004000+00:00,collected_at,TIME,station_code
dim_station,1587,false,1587,9,2,2,WARNING,2.403929,2025-10-30 18:03:34 UTC,BASE TABLE,2025-10-30 01:00:51.920000+00:00,"","",""
